,id,Probability
188,16296,0.23141462
189,16297,0.25367117
190,16298,0.1641185
191,16299,0.5003112
192,16300,0.20580932
193,16301,0.23749986
194,16302,0.18509877
195,16303,0.23586383
196,16304,0.18134779
197,16305,0.28334832
198,16306,0.18411025
199,16307,0.19412208
200,16308,0.2121982
201,16309,0.2350933
202,16310,0.21733662
203,16311,0.22819707
204,16312,0.22481337
205,16313,0.29132345
206,16314,0.28740785
207,16315,0.27644193
208,16316,0.21352851
209,16317,0.28366843
210,16318,0.28698885
211,16319,0.1810686
212,16320,0.21267495
213,16321,0.23314893
214,16322,0.21272784
215,16323,0.19876993
216,16324,0.17276788
217,16325,0.20084599
218,16326,0.21406433
219,16327,0.27307063
220,16328,0.19343004
221,16329,0.18062264
222,16330,0.3494509
223,16331,0.27400824
224,16332,0.21609983
225,16333,0.21555102
226,16334,0.19803452
227,16335,0.20993799
228,16336,0.19916508
229,16337,0.25661665
230,16338,0.23672283
231,16339,0.23589826
232,16340,0.19803452
233,16341,0.23282155
234,16342,0.2323499
235,16343,0.18207362
236,16344,0.20178038
237,16345,0.17307588
238,16346,0.2389771
239,16347,0.31712967
240,16348,0.2834841
241,16349,0.2369416
242,16350,0.20468989
243,16351,0.28779754
244,16352,0.22371933
245,16353,0.20761955
246,16354,0.21849245
247,16355,0.23581973
248,16356,0.28968745
249,16357,0.23378125
250,16358,0.16254717
251,16359,0.2790746
252,16360,0.23074853
253,16361,0.17538446
254,16362,0.20307419
255,16363,0.2121982
256,16364,0.22238904
257,16365,0.20987001
258,16366,0.19420612
259,16367,0.13472864
260,16368,0.3483538
261,16369,0.19206169
262,16370,0.21069393
263,16371,0.16788372
264,16372,0.29132345
265,16373,0.22371933
266,16374,0.21308291
267,16375,0.17331198
268,16376,0.27543408
269,16377,0.29078147
270,16378,0.19405612
271,16379,0.19813988
272,16380,0.23059717
273,16381,0.18046871
274,16382,0.17696813
275,16383,0.18395057
276,16384,0.14409626
277,16385,0.15691712
278,16386,0.18277836
279,16387,0.20728391
280,16388,0.28018087
281,16389,0.2173622
282,16390,0.21500579
283,16391,0.28698885
284,16392,0.23561132
285,16393,0.19900298
286,16394,0.20634514
287,16395,0.2849604
288,16396,0.1971085
289,16397,0.19766742
290,16398,0.29139835
291,16399,0.18307647
292,16400,0.17338082
293,16401,0.1534433
294,16402,0.2121982
295,16403,0.19920427
296,16404,0.3541167
297,16405,0.27152792
298,16406,0.31912285
299,16407,0.21462256
300,16408,0.20890889
301,16409,0.21842131
302,16410,0.207847
303,16411,0.2308726
304,16412,0.2924924
305,16413,0.19615489
306,16414,0.21032122
307,16415,0.19353762
308,16416,0.24518442
309,16417,0.16289997
310,16418,0.19906223
311,16419,0.18963736
312,16420,0.19365007
313,16421,0.16182697
314,16422,0.1986734
315,16423,0.29078147
316,16424,0.18760893
317,16425,0.32412773
318,16426,0.15553752
319,16427,0.27371705
320,16428,0.22408509
321,16429,0.23150036
322,16430,0.17014289
323,16431,0.2325944
324,16432,0.16630715
325,16433,0.2834092
326,16434,0.19310808
327,16435,0.2591769
328,16436,0.29903147
329,16437,0.36590105
330,16438,0.31182253
331,16439,0.17661661
332,16440,0.21455461
333,16441,0.21958145
334,16442,0.19094583
335,16443,0.28286722
336,16444,0.20420474
337,16445,0.35669002
338,16446,0.1946074
339,16447,0.15641531
340,16448,0.17167383
341,16449,0.20000368
342,16450,0.13782573
343,16451,0.23291269
344,16452,0.1763025
345,16453,0.24365184
346,16454,0.23622817
347,16455,0.19431004
348,16456,0.28957495
349,16457,0.46118993
350,16458,0.20170465
351,16459,0.24411348
352,16460,0.15823615
353,16461,0.20385006
354,16462,0.23451728
355,16463,0.20457935
356,16464,0.3165877
357,16465,0.20861426
358,16466,0.34946138
359,16467,0.23986927
360,16468,0.29936844
361,16469,0.2061899
362,16470,0.20300499
363,16471,0.1844219
364,16472,0.20447901
365,16473,0.28968745
366,16474,0.28968745
367,16475,0.22291619
368,16476,0.23764679
369,16477,0.50525546
370,16478,0.15067986
371,16479,0.23291269
372,16480,0.2588625
373,16481,0.20324904
374,16482,0.22144759
375,16483,0.21578729
376,16484,0.29132345
377,16485,0.19890782
378,16486,0.33815318
379,16487,0.16944566
380,16488,0.2361533
381,16489,0.17761362
382,16490,0.2223742
383,16491,0.29078147
384,16492,0.16997656
385,16493,0.21344015
386,16494,0.21838209
387,16495,0.219185
388,16496,0.25285795
389,16497,0.20270556
390,16498,0.40063816
391,16499,0.19177693
392,16500,0.20434308
393,16501,0.21236208
394,16502,0.20116514
395,16503,0.17412212
396,16504,0.22076961
397,16505,0.29132345
398,16506,0.25598615
399,16507,0.2823152
400,16508,0.20517775
401,16509,0.20243868
402,16510,0.20280844
403,16511,0.1437158
404,16512,0.20287442
405,16513,0.2951698
406,16514,0.23451728
407,16515,0.20557305
408,16516,0.23622817
409,16517,0.23032057
410,16518,0.23764679
411,16519,0.23755845
412,16520,0.24465546
413,16521,0.24082172
414,16522,0.2742564
415,16523,0.19695985
416,16524,0.3182237
417,16525,0.24535501
418,16526,0.28225428
419,16527,0.19975194
420,16528,0.22784364
421,16529,0.2367408
422,16530,0.15679273
423,16531,0.19773194
424,16532,0.37539762
425,16533,0.22348309
426,16534,0.1706416
427,16535,0.21330103
428,16536,0.2518859
429,16537,0.20591828
430,16538,0.18493423
431,16539,0.21462256
432,16540,0.15540472
433,16541,0.21085382
434,16542,0.21564865
435,16543,0.2418521
436,16544,0.22652581
437,16545,0.24778861
438,16546,0.20589343
439,16547,0.21494102
440,16548,0.1831041
441,16549,0.28968745
442,16550,0.20349449
443,16551,0.19124386
444,16552,0.28605443
445,16553,0.23586383
446,16554,0.20083764
447,16555,0.2355251
448,16556,0.23451728
449,16557,0.30747563
450,16558,0.22505149
451,16559,0.17702171
452,16560,0.16518244
453,16561,0.20861426
454,16562,0.18029568
455,16563,0.19365007
456,16564,0.29022944
457,16565,0.25646076
458,16566,0.25314492
459,16567,0.20130879
460,16568,0.20111492
461,16569,0.15566805
462,16570,0.23584756
463,16571,0.21352851
464,16572,0.19578731
465,16573,0.22238639
466,16574,0.25962692
467,16575,0.2817732
468,16576,0.25598615
469,16577,0.23812217
470,16578,0.27582505
471,16579,0.25285795
472,16580,0.16424623
473,16581,0.28319168
474,16582,0.28400987
475,16583,0.2369416
476,16584,0.20860767
477,16585,0.3044863
478,16586,0.3178847
479,16587,0.20534095
480,16588,0.22291619
481,16589,0.22091174
482,16590,0.25917512
483,16591,0.18137765
484,16592,0.28968745
485,16593,0.22408509
486,16594,0.20541778
487,16595,0.15676397
488,16596,0.18975013
489,16597,0.2386525
490,16598,0.29847068
491,16599,0.2779701
492,16600,0.21919698
493,16601,0.3275074
494,16602,0.33547688
495,16603,0.19704583
496,16604,0.25224683
497,16605,0.22564134
498,16606,0.16448072
499,16607,0.24380612
500,16608,0.20591828
501,16609,0.21597818
502,16610,0.20974147
503,16611,0.29022944
504,16612,0.21967557
505,16613,0.20735228
506,16614,0.25285795
507,16615,0.21096405
508,16616,0.2823152
509,16617,0.19393316
510,16618,0.2325944
511,16619,0.19999799
512,16620,0.18008545
513,16621,0.28073293
514,16622,0.31177118
515,16623,0.18205497
516,16624,0.22373557
517,16625,0.1642695
518,16626,0.195582
519,16627,0.35751808
520,16628,0.21031857
521,16629,0.20944294
522,16630,0.21989927
523,16631,0.16784185
524,16632,0.1907314
525,16633,0.2849604
526,16634,0.2849604
527,16635,0.18003863
528,16636,0.28605443
529,16637,0.19072118
530,16638,0.1571421
531,16639,0.18855396
532,16640,0.16372773
533,16641,0.15649876
534,16642,0.18808845
535,16643,0.22046617
536,16644,0.19586581
537,16645,0.2331301
538,16646,0.17904532
539,16647,0.17721644
540,16648,0.16206512
541,16649,0.18838102
542,16650,0.20861691
543,16651,0.29775584
544,16652,0.25385463
545,16653,0.23501253
546,16654,0.21743014
547,16655,0.14859682
548,16656,0.20728394
549,16657,0.17772397
550,16658,0.17251837
551,16659,0.16484544
552,16660,0.17673188
553,16661,0.25312206
554,16662,0.25224683
555,16663,0.23098138
556,16664,0.3089111
557,16665,0.2287955
558,16666,0.20107701
559,16667,0.20716542
560,16668,0.17493969
561,16669,0.21654087
562,16670,0.2361533
563,16671,0.35737562
564,16672,0.23112771
565,16673,0.33924025
566,16674,0.23451728
567,16675,0.28968745
568,16676,0.1809935
569,16677,0.28968745
570,16678,0.19704583
571,16679,0.22330344
572,16680,0.23291972
573,16681,0.28176266
574,16682,0.2849604
575,16683,0.17696813
576,16684,0.23655275
577,16685,0.20745459
578,16686,0.28641558
579,16687,0.23451728
580,16688,0.21485737
581,16689,0.18050066
582,16690,0.19803452
583,16691,0.23353583
584,16692,0.22346824
585,16693,0.145246
586,16694,0.29078147
587,16695,0.1767501
588,16696,0.2121982
589,16697,0.19838962
590,16698,0.28018087
591,16699,0.22076389
592,16700,0.19365007
593,16701,0.4144888
594,16702,0.20606515
595,16703,0.189037
596,16704,0.27312645
597,16705,0.22346824
598,16706,0.21500579
599,16707,0.21406433
600,16708,0.1986734
601,16709,0.19405285
602,16710,0.14699581
603,16711,0.1784296
604,16712,0.20751363
605,16713,0.20751363
606,16714,0.21344015
607,16715,0.20953852
608,16716,0.27704614
609,16717,0.2344935
610,16718,0.18153289
611,16719,0.18266186
612,16720,0.29132345
613,16721,0.2856928
614,16722,0.16840029
615,16723,0.21352851
616,16724,0.2223742
617,16725,0.1620484
618,16726,0.15780246
619,16727,0.28326467
620,16728,0.18444815
621,16729,0.21578729
622,16730,0.35846967
623,16731,0.29132345
624,16732,0.19014683
625,16733,0.15388939
626,16734,0.2196086
627,16735,0.24124217
628,16736,0.22404021
629,16737,0.16146636
630,16738,0.23788306
631,16739,0.1874437
632,16740,0.15353134
633,16741,0.15176001
634,16742,0.28808287
635,16743,0.17359775
636,16744,0.29139835
637,16745,0.21955562
638,16746,0.19178504
639,16747,0.27723658
640,16748,0.19922009
641,16749,0.16696551
642,16750,0.1543783
643,16751,0.16122583
644,16752,0.28477958
645,16753,0.18176559
646,16754,0.19405285
647,16755,0.29132345
648,16756,0.19108441
649,16757,0.1650123
650,16758,0.28217065
651,16759,0.15207556
652,16760,0.23974869
653,16761,0.41934356
654,16762,0.36499816
655,16763,0.23177248
656,16764,0.28457814
657,16765,0.21406433
658,16766,0.22091174
659,16767,0.2037996
660,16768,0.28427428
661,16769,0.20287442
662,16770,0.20716473
663,16771,0.18783009
664,16772,0.17018476
665,16773,0.1692197
666,16774,0.24076155
667,16775,0.18027487
668,16776,0.2031107
669,16777,0.18330699
670,16778,0.27022415
671,16779,0.2796389
672,16780,0.21165153
673,16781,0.17717919
674,16782,0.24124217
675,16783,0.18092945
676,16784,0.2974675
677,16785,0.21609983
678,16786,0.22977856
679,16787,0.20751363
680,16788,0.18760893
681,16789,0.29078147
682,16790,0.18113407
683,16791,0.2089909
684,16792,0.2789834
685,16793,0.19803452
686,16794,0.31452113
687,16795,0.42860296
688,16796,0.23584756
689,16797,0.19323087
690,16798,0.28968745
691,16799,0.2570802
692,16800,0.1986734
693,16801,0.29022944
694,16802,0.18550202
695,16803,0.23640582
696,16804,0.28968745
697,16805,0.14792547
698,16806,0.28147528
699,16807,0.19829014
700,16808,0.29365647
701,16809,0.20832753
702,16810,0.29078147
703,16811,0.2018772
704,16812,0.2121982
705,16813,0.25749725
706,16814,0.3005252
707,16815,0.29022944
708,16816,0.20148495
709,16817,0.17622235
710,16818,0.2823152
711,16819,0.17451793
712,16820,0.21053699
713,16821,0.2308726
714,16822,0.23561132
715,16823,0.2290082
716,16824,0.29132345
717,16825,0.22977856
718,16826,0.3499425
719,16827,0.16120768
720,16828,0.24674836
721,16829,0.35846967
722,16830,0.201163
723,16831,0.28968745
724,16832,0.27382
725,16833,0.24257249
726,16834,0.28059453
727,16835,0.13787827
728,16836,0.20064652
729,16837,0.24678904
730,16838,0.16681394
731,16839,0.156735
732,16840,0.27636704
733,16841,0.19580427
734,16842,0.2326872
735,16843,0.22453463
736,16844,0.2369416
737,16845,0.25598615
738,16846,0.18234769
739,16847,0.28968745
740,16848,0.2274732
741,16849,0.23655275
742,16850,0.17267713
743,16851,0.2452515
744,16852,0.2355251
745,16853,0.23584756
746,16854,0.17509437
747,16855,0.15535972
748,16856,0.28477958
749,16857,0.29132345
750,16858,0.19334996
751,16859,0.3298397
752,16860,0.21500579
753,16861,0.21845624
754,16862,0.21966335
755,16863,0.20383382
756,16864,0.3249799
757,16865,0.18730938
758,16866,0.20178038
759,16867,0.17329365
760,16868,0.19704583
761,16869,0.17740974
762,16870,0.20115921
763,16871,0.19437113
764,16872,0.16241342
765,16873,0.28968745
766,16874,0.17792296
767,16875,0.19065985
768,16876,0.31597283
769,16877,0.1589745
770,16878,0.16807035
771,16879,0.25334084
772,16880,0.28127813
773,16881,0.29022944
774,16882,0.2082408
775,16883,0.2636838
776,16884,0.18669626
777,16885,0.22251713
778,16886,0.30376738
779,16887,0.16195738
780,16888,0.18097186
781,16889,0.1963501
782,16890,0.35467702
783,16891,0.2811466
784,16892,0.16761908
785,16893,0.23221454
786,16894,0.22371933
787,16895,0.24795014
788,16896,0.21500579
789,16897,0.28225428
790,16898,0.39779037
791,16899,0.21032122
792,16900,0.2957118
793,16901,0.14196038
794,16902,0.17601776
795,16903,0.21352851
796,16904,0.2237879
797,16905,0.14389375
798,16906,0.1947915
799,16907,0.16860443
800,16908,0.2343986
801,16909,0.1978806
802,16910,0.22756398
803,16911,0.20365357
804,16912,0.28334832
805,16913,0.16178021
806,16914,0.18987852
807,16915,0.2061899
808,16916,0.23451728
809,16917,0.23291269
810,16918,0.23505926
811,16919,0.2367408
812,16920,0.18323722
813,16921,0.29182798
814,16922,0.16904885
815,16923,0.19966611
816,16924,0.19914794
817,16925,0.20329341
818,16926,0.2056734
819,16927,0.22346824
820,16928,0.15817252
821,16929,0.20993799
822,16930,0.23291269
823,16931,0.24541807
824,16932,0.25015935
825,16933,0.28698885
826,16934,0.17843321
827,16935,0.2769403
828,16936,0.22236198
829,16937,0.18569672
830,16938,0.23764679
831,16939,0.20987001
832,16940,0.21197239
833,16941,0.19328687
834,16942,0.25987333
835,16943,0.3190148
836,16944,0.34113216
837,16945,0.32662004
838,16946,0.29132345
839,16947,0.22410217
840,16948,0.20751363
841,16949,0.26281512
842,16950,0.1924642
843,16951,0.1945214
844,16952,0.20419079
845,16953,0.20898014
846,16954,0.13703138
847,16955,0.17563784
848,16956,0.25566292
849,16957,0.21726593
850,16958,0.26671696
851,16959,0.19796818
852,16960,0.16967052
853,16961,0.2311205
854,16962,0.17875516
855,16963,0.21559232
856,16964,0.22977856
857,16965,0.23584756
858,16966,0.28776944
859,16967,0.2061899
860,16968,0.19765314
861,16969,0.19584349
862,16970,0.19975194
863,16971,0.28693932
864,16972,0.2924924
865,16973,0.21329224
866,16974,0.31390548
867,16975,0.2796389
868,16976,0.20557305
869,16977,0.19411963
870,16978,0.2949189
871,16979,0.23764679
872,16980,0.1740754
873,16981,0.29907793
874,16982,0.15876025
875,16983,0.1993486
876,16984,0.22952473
877,16985,0.22382388
878,16986,0.24856535
879,16987,0.18765837
880,16988,0.22238904
881,16989,0.20541778
882,16990,0.18273726
883,16991,0.22327024
884,16992,0.20751363
885,16993,0.26133785
886,16994,0.17687821
887,16995,0.2257719
888,16996,0.23113677
889,16997,0.28532156
890,16998,0.22035354
891,16999,0.23898008
892,17000,0.23223081
893,17001,0.28808287
894,17002,0.17476639
895,17003,0.14529008
896,17004,0.2210882
897,17005,0.15674067
898,17006,0.1679281
899,17007,0.17875516
900,17008,0.25339994
901,17009,0.21656898
902,17010,0.16072378
903,17011,0.2235583
904,17012,0.23603323
905,17013,0.24315599
906,17014,0.29022944
907,17015,0.19704583
908,17016,0.17404315
909,17017,0.2823152
910,17018,0.2369416
911,17019,0.20922452
912,17020,0.19729558
913,17021,0.22316945
914,17022,0.1957581
915,17023,0.26420838
916,17024,0.18443438
917,17025,0.2170572
918,17026,0.22581527
919,17027,0.16184267
920,17028,0.20543885
921,17029,0.19829014
922,17030,0.19095144
923,17031,0.28605443
924,17032,0.25489342
925,17033,0.24108541
926,17034,0.31149903
927,17035,0.2589168
928,17036,0.31222183
929,17037,0.24370715
930,17038,0.19297329
931,17039,0.29132345
932,17040,0.29132345
933,17041,0.21455461
934,17042,0.19704741
935,17043,0.27613205
936,17044,0.23181865
937,17045,0.23764679
938,17046,0.28018087
939,17047,0.2924924
940,17048,0.14191836
941,17049,0.2143006
942,17050,0.17843673
943,17051,0.24874148
944,17052,0.23722857
945,17053,0.21352851
946,17054,0.2238912
947,17055,0.14977315
948,17056,0.21352851
949,17057,0.20848098
950,17058,0.2031107
951,17059,0.3932069
952,17060,0.4646489
953,17061,0.18741247
954,17062,0.23238346
955,17063,0.17467147
956,17064,0.29132345
957,17065,0.2057983
958,17066,0.18551883
959,17067,0.1966379
960,17068,0.17785606
961,17069,0.21063256
962,17070,0.16783294
963,17071,0.12115824
964,17072,0.17920247
965,17073,0.17621282
966,17074,0.33496517
967,17075,0.23788306
968,17076,0.23571438
969,17077,0.23655275
970,17078,0.20555437
971,17079,0.24796748
972,17080,0.1971961
973,17081,0.20496285
974,17082,0.29022944
975,17083,0.19975194
976,17084,0.1736094
977,17085,0.17052343
978,17086,0.19327709
979,17087,0.17607462
980,17088,0.15540472
981,17089,0.23561132
982,17090,0.21329224
983,17091,0.17766112
984,17092,0.28286722
985,17093,0.21287471
986,17094,0.31006026
987,17095,0.23655275
988,17096,0.19474411
989,17097,0.21743014
990,17098,0.22809449
991,17099,0.19707745
992,17100,0.28225428
993,17101,0.21406433
994,17102,0.28477958
995,17103,0.14529008
996,17104,0.27383387
997,17105,0.29092836
998,17106,0.16959298
999,17107,0.24185714
1000,17108,0.34715602
1001,17109,0.23451728
1002,17110,0.17766112
1003,17111,0.21297029
1004,17112,0.2163361
1005,17113,0.17563784
1006,17114,0.28721252
1007,17115,0.23006672
1008,17116,0.1907314
1009,17117,0.21500579
1010,17118,0.28968745
1011,17119,0.20136839
1012,17120,0.15279534
1013,17121,0.27987581
1014,17122,0.21539465
1015,17123,0.23150036
1016,17124,0.25285795
1017,17125,0.20141584
1018,17126,0.17241123
1019,17127,0.22089553
1020,17128,0.18324348
1021,17129,0.27668452
1022,17130,0.18046871
1023,17131,0.25598747
1024,17132,0.22352716
1025,17133,0.16119939
1026,17134,0.28689766
1027,17135,0.20580932
1028,17136,0.20182407
1029,17137,0.20178038
1030,17138,0.35737562
1031,17139,0.20350444
1032,17140,0.35246778
1033,17141,0.28776455
1034,17142,0.27734643
1035,17143,0.16148141
1036,17144,0.20884395
1037,17145,0.27022415
1038,17146,0.28808287
1039,17147,0.25471908
1040,17148,0.20484552
1041,17149,0.28968745
1042,17150,0.19889784
1043,17151,0.36146408
1044,17152,0.19039947
1045,17153,0.18630695
1046,17154,0.28753084
1047,17155,0.43626788
1048,17156,0.26390925
1049,17157,0.2078259
1050,17158,0.31498313
1051,17159,0.22035354
1052,17160,0.28225428
1053,17161,0.26406503
1054,17162,0.2486692
1055,17163,0.40695506
1056,17164,0.16169417
1057,17165,0.20309445
1058,17166,0.21329224
1059,17167,0.16081688
1060,17168,0.165811
1061,17169,0.26515907
1062,17170,0.19223139
1063,17171,0.23655275
1064,17172,0.19704583
1065,17173,0.19586581
1066,17174,0.22238904
1067,17175,0.29078147
1068,17176,0.27777857
1069,17177,0.19976744
1070,17178,0.19829631
1071,17179,0.28174156
1072,17180,0.23561132
1073,17181,0.21609983
1074,17182,0.2121982
1075,17183,0.21032122
1076,17184,0.25125337
1077,17185,0.1452359
1078,17186,0.19334996
1079,17187,0.17221582
1080,17188,0.19924667
1081,17189,0.29078147
1082,17190,0.2389771
1083,17191,0.22144759
1084,17192,0.21595141
1085,17193,0.31366974
1086,17194,0.1971961
1087,17195,0.18554485
1088,17196,0.23451728
1089,17197,0.1993486
1090,17198,0.23448294
1091,17199,0.1802026
1092,17200,0.21869248
1093,17201,0.21033278
1094,17202,0.20936337
1095,17203,0.24202073
1096,17204,0.17576069
1097,17205,0.29022944
1098,17206,0.18926406
1099,17207,0.20160645
1100,17208,0.21743014
1101,17209,0.19992557
1102,17210,0.29022944
1103,17211,0.13180515
1104,17212,0.26846915
1105,17213,0.17199579
1106,17214,0.17097265
1107,17215,0.24861383
1108,17216,0.2065329
1109,17217,0.22238904
1110,17218,0.19831392
1111,17219,0.20557305
1112,17220,0.24520749
1113,17221,0.20254526
1114,17222,0.19020343
1115,17223,0.22613275
1116,17224,0.2311205
1117,17225,0.20715067
1118,17226,0.25806478
1119,17227,0.1789914
1120,17228,0.20738694
1121,17229,0.23764679
1122,17230,0.29078147
1123,17231,0.18325758
1124,17232,0.3104102
1125,17233,0.24124217
1126,17234,0.19180804
1127,17235,0.25395197
1128,17236,0.2163361
1129,17237,0.15860331
1130,17238,0.24674836
1131,17239,0.19420213
1132,17240,0.16853163
1133,17241,0.2158849
1134,17242,0.22076961
1135,17243,0.22490427
1136,17244,0.3356232
1137,17245,0.35737562
1138,17246,0.2272268
1139,17247,0.30597484
1140,17248,0.28896648
1141,17249,0.28689766
1142,17250,0.15378845
1143,17251,0.20542935
1144,17252,0.22332606
1145,17253,0.2790746
1146,17254,0.3260913
1147,17255,0.23035917
1148,17256,0.2270841
1149,17257,0.24643523
1150,17258,0.31641147
1151,17259,0.21448678
1152,17260,0.18341783
1153,17261,0.2015264
1154,17262,0.19835576
1155,17263,0.1907314
1156,17264,0.19837615
1157,17265,0.22773123
1158,17266,0.29764637
1159,17267,0.21008494
1160,17268,0.23451728
1161,17269,0.29022944
1162,17270,0.18100598
1163,17271,0.28217065
1164,17272,0.1966379
1165,17273,0.18179634
1166,17274,0.23451728
1167,17275,0.17090175
1168,17276,0.22662982
1169,17277,0.18092754
1170,17278,0.2094079
1171,17279,0.22517914
1172,17280,0.2525346
1173,17281,0.2389771
1174,17282,0.20178038
1175,17283,0.19566098
1176,17284,0.16907263
1177,17285,0.30161923
1178,17286,0.20108226
1179,17287,0.20277894
1180,17288,0.2021763
1181,17289,0.45750713
1182,17290,0.1745722
1183,17291,0.2327728
1184,17292,0.21858564
1185,17293,0.14035928
1186,17294,0.18705025
1187,17295,0.18684673
1188,17296,0.18760893
1189,17297,0.26720876
1190,17298,0.20839763
1191,17299,0.25897
1192,17300,0.15362233
1193,17301,0.21331918
1194,17302,0.18886569
1195,17303,0.21609983
1196,17304,0.2408567
1197,17305,0.2940758
1198,17306,0.23451728
1199,17307,0.20447901
1200,17308,0.21797171
1201,17309,0.1796645
1202,17310,0.28366843
1203,17311,0.29822892
1204,17312,0.21958145
1205,17313,0.21500579
1206,17314,0.15266109
1207,17315,0.17430922
1208,17316,0.1948213
1209,17317,0.28721252
1210,17318,0.18153289
1211,17319,0.25233203
1212,17320,0.28779754
1213,17321,0.17551646
1214,17322,0.2196995
1215,17323,0.23032057
1216,17324,0.22408509
1217,17325,0.27795285
1218,17326,0.18380108
1219,17327,0.2823152
1220,17328,0.18159354
1221,17329,0.1961073
1222,17330,0.25285795
1223,17331,0.22200578
1224,17332,0.16178209
1225,17333,0.28740785
1226,17334,0.28808287
1227,17335,0.42778844
1228,17336,0.17150092
1229,17337,0.21773145
1230,17338,0.2913772
1231,17339,0.29022944
1232,17340,0.20187119
1233,17341,0.24707294
1234,17342,0.19408342
1235,17343,0.20934933
1236,17344,0.23239973
1237,17345,0.20447901
1238,17346,0.20828572
1239,17347,0.14154139
1240,17348,0.27225962
1241,17349,0.20861426
1242,17350,0.25598747
1243,17351,0.18156275
1244,17352,0.18716812
1245,17353,0.17966676
1246,17354,0.18295455
1247,17355,0.31521934
1248,17356,0.19933683
